日期,天气,最低温,最高温,风向风力,是否为恶劣天气
2023年04月11日广州天气预报,多云 /多云,20℃ , 27℃,南风 3-4级 ,否
2023年04月12日广州天气预报,多云 /阵雨,20℃ , 29℃,北风 1-2级 ,否
2023年04月13日广州天气预报,多云 /多云,22℃ , 28℃,南风 3-4级 ,否
2023年04月14日广州天气预报,雷阵雨 /雷阵雨,21℃ , 28℃,北风 1-2级 ,是
2023年04月15日广州天气预报,多云 /多云,19℃ , 29℃,北风 1-2级 ,否
2023年04月16日广州天气预报,晴 /多云,20℃ , 32℃,北风 1-2级 ,否
2023年04月17日广州天气预报,多云 /阴,22℃ , 31℃,东南风 3-4级 ,否
2023年04月18日广州天气预报,雷阵雨 /大雨,21℃ , 30℃,北风 1-2级 ,是
2023年04月19日广州天气预报,大雨 /中雨,22℃ , 27℃,北风 1-2级 ,是
2023年04月20日广州天气预报,雷阵雨 /雷阵雨,22℃ , 29℃,北风 1-2级 ,是
2023年04月21日广州天气预报,小雨 /雷阵雨,23℃ , 27℃,北风 1-2级 ,是
2023年04月22日广州天气预报,中雨 /雷阵雨,23℃ , 26℃,南风 3-4级 ,是
2023年04月23日广州天气预报,雷阵雨 /雷阵雨,23℃ , 26℃,东南风 3-4级 ,是
2023年04月24日广州天气预报,雷阵雨 /小到中雨,20℃ , 26℃,北风 1-2级 ,是
2023年04月25日广州天气预报,小雨 /小雨,18℃ , 22℃,北风 1-2级 ,否
2023年04月26日广州天气预报,多云 /多云,16℃ , 24℃,北风 1-2级 ,否
2023年04月27日广州天气预报,多云 /多云,20℃ , 27℃,北风 1-2级 ,否
2023年04月28日广州天气预报,多云 /多云,22℃ , 28℃,北风 1-2级 ,否
2023年04月29日广州天气预报,中雨 /多云,19℃ , 26℃,北风 3-4级 ,是
2023年04月30日广州天气预报,多云 /多云,20℃ , 27℃,北风 1-2级 ,否
2023年05月01日广州天气预报,阴 /多云,19℃ , 27℃,北风 1-2级 ,否
2023年05月02日广州天气预报,多云 /多云,22℃ , 28℃,北风 1-2级 ,否
2023年05月03日广州天气预报,多云 /多云,23℃ , 29℃,南风 3-4级 ,否
2023年05月04日广州天气预报,多云 /多云,25℃ , 31℃,北风 1-2级 ,否
2023年05月05日广州天气预报,多云 /多云,25℃ , 31℃,南风 3-4级 ,否
2023年05月06日广州天气预报,雷阵雨 /大雨,20℃ , 31℃,南风 3-4级 ,是
2023年05月07日广州天气预报,大雨 /小雨,20℃ , 25℃,北风 3-4级 ,是
2023年05月08日广州天气预报,阴 /阴,21℃ , 25℃,北风 1-2级 ,否
2023年05月09日广州天气预报,阴 /阴,22℃ , 25℃,北风 1-2级 ,否
2023年05月10日广州天气预报,阴 /阴,21℃ , 26℃,北风 1-2级 ,否
2023年05月11日广州天气预报,阵雨 /阵雨,21℃ , 25℃,北风 1-2级 ,否
2023年05月12日广州天气预报,小雨 /小雨,20℃ , 21℃,北风 1-2级 ,否
2023年05月13日广州天气预报,小到中雨 /中到大雨,20℃ , 24℃,北风 1-2级 ,是
2023年05月14日广州天气预报,阵雨 /多云,20℃ , 26℃,东风 3-4级 ,否
2023年05月15日广州天气预报,多云 /多云,20℃ , 29℃,北风 1-2级 ,否
2023年05月16日广州天气预报,多云 /雷阵雨,22℃ , 30℃,东南风 3-4级 ,是
2023年05月17日广州天气预报,小雨 /小雨,23℃ , 29℃,南风 1-2级 ,否
2023年05月18日广州天气预报,雷阵雨 /小雨,24℃ , 33℃,北风 1-2级 ,是
2023年05月19日广州天气预报,雷阵雨 /雷阵雨,24℃ , 32℃,北风 1-2级 ,是
2023年05月20日广州天气预报,雷阵雨 /多云,26℃ , 34℃,北风 1-2级 ,是
2023年05月21日广州天气预报,多云 /多云,27℃ , 35℃,西南风 3-4级 ,否
2023年05月22日广州天气预报,中雨 /中雨,24℃ , 35℃,北风 1-2级 ,是
2023年05月23日广州天气预报,雷阵雨 /阵雨,19℃ , 29℃,北风 1-2级 ,是
2023年05月24日广州天气预报,中雨 /雷阵雨,22℃ , 27℃,北风 1-2级 ,是
2023年05月25日广州天气预报,雷阵雨 /多云,26℃ , 32℃,北风 1-2级 ,是
2023年05月26日广州天气预报,多云 /多云,26℃ , 33℃,北风 1-2级 ,否
2023年05月27日广州天气预报,多云 /晴,27℃ , 35℃,北风 1-2级 ,否
2023年05月28日广州天气预报,多云 /多云,25℃ , 34℃,北风 1-2级 ,否
2023年05月29日广州天气预报,晴 /晴,27℃ , 35℃,北风 1-2级 ,否
2023年05月30日广州天气预报,晴 /晴,29℃ , 36℃,北风 1-2级 ,否
2023年05月31日广州天气预报,多云 /雷阵雨,27℃ , 37℃,北风 1-2级 ,是
